"805592408","十六工区","32.47478","91.81024","","","西藏自治区","那曲地区","安多县","1912"	
"812890602","52格玛道班","32.03234","93.24070999999999","","","西藏自治区","那曲地区","比如县","1912"	
"805361203","兴达百货商店","31.985960000000002","93.11300999999999","","","西藏自治区","那曲地区","比如县","643"	
"808693827","娜拉财家藏餐","31.986530000000002","93.11291999999999","","","西藏自治区","那曲地区","比如县","240"	
"809055528","通达商店","31.98612","93.11272","","","西藏自治区","那曲地区","比如县","643"	
"819517903","百信商店","31.98589","93.11298","","","西藏自治区","那曲地区","比如县","643"	
"815765056","豫荣百货商店","31.985750000000003","93.11292999999999","","","西藏自治区","那曲地区","比如县","643"	
"805797550","55色雄道班","31.94545","93.0226","","","西藏自治区","那曲地区","比如县","1912"	
"808916058","比如县夏曲卡一级公安检查站","31.90808","92.94294","","","西藏自治区","那曲地区","比如县","100|901"	
"820868106","比如县夏曲卡一级公安检查站(东南门)","31.90804","92.943","","","西藏自治区","那曲地区","比如县","901|100"	
"805137660","白色滴水台球俱乐部","31.903450000000003","92.93847","","","西藏自治区","那曲地区","比如县","166"	
"806670767","四川饭店","31.90349","92.93857","","","西藏自治区","那曲地区","比如县","1101"	
"812998670","4季美发","31.90389","92.93973","","","西藏自治区","那曲地区","比如县","523"	
"800552747","老四川菜火锅店","31.903760000000002","92.93936","","","西藏自治区","那曲地区","比如县","1101"	
"812161018","老四洗浴中心","31.903830000000003","92.93956999999999","","","西藏自治区","那曲地区","比如县","1523"	
"821092800","夏曲商务宾馆","31.90379","92.93946","","","西藏自治区","那曲地区","比如县","595"	
"817129683","吉祥相聚藏餐馆","31.90358","92.93883","","","西藏自治区","那曲地区","比如县","1127"	
"822770394","比如扎西超市","31.90362","92.93893","","","西藏自治区","那曲地区","比如县","643"	
"807269469","夏曲卡客运站","31.902900000000002","92.93696","","","西藏自治区","那曲地区","比如县","1503"	
"814870324","发达客运饭馆","31.90288","92.93701","","","西藏自治区","那曲地区","比如县","240"	
"803817775","雪域儿女如意台球场","31.90358","92.93500999999999","","","西藏自治区","那曲地区","比如县","166"	
"812737182","夏曲镇二十二村批发合作店","31.903460000000003","92.93504999999999","","","西藏自治区","那曲地区","比如县","643"	
"803837602","中国石油加油站(雪域儿女如意台球场南)","31.90245","92.93531999999999","","","西藏自治区","那曲地区","比如县","811"	
"822667924","公共厕所","31.90265","92.93718","","","西藏自治区","那曲地区","比如县","912"	
"807623598","四川射洪饭店","31.90246","92.93691","","","西藏自治区","那曲地区","比如县","1101"	
"824265200","欢聚堂藏餐","31.90153","92.93052999999999","","","西藏自治区","那曲地区","比如县","1127"	
"826876205","天府饭店","31.90152","92.93038","","","西藏自治区","那曲地区","比如县","240"	
"806753520","纯洁九欲藏餐馆","31.90152","92.93024","","","西藏自治区","那曲地区","比如县","1127"	
"827789107","成都饭馆","31.90152","92.93014","","","西藏自治区","那曲地区","比如县","240"	
"810972294","公共厕所","31.90217","92.92980999999999","","","西藏自治区","那曲地区","比如县","912"	
"801347685","雅砻平措百货批发店","31.90246","92.93142999999999","","","西藏自治区","那曲地区","比如县","643"	
"811472460","扎西亚达商店","31.902610000000003","92.93145","","","西藏自治区","那曲地区","比如县","643"	
"823477874","岗嘎阿妈台球室","31.90257","92.93144","","","西藏自治区","那曲地区","比如县","166"	
"806488211","娜拉吉祥藏餐","31.904510000000002","92.93186999999999","","","西藏自治区","那曲地区","比如县","1127"	
"815998623","夏荣歌舞厅","31.90408","92.93176","","","西藏自治区","那曲地区","比如县","1212"	
"824033488","云南丽江腊排","31.90388","92.93172","","","西藏自治区","那曲地区","比如县","240"	
"833439450","川味小吃(比如县夏曲镇中心卫生院东南)","31.903740000000003","92.93168","","","西藏自治区","那曲地区","比如县","1101"	
"801547335","中国农业银行(比如县夏曲镇中心卫生院南)","31.90359","92.93128999999999","","","西藏自治区","那曲地区","比如县","915"	
"824481762","雪域康堆旅游藏餐","31.90334","92.93154999999999","","","西藏自治区","那曲地区","比如县","240"	
"812397454","伯爵桌球会所","31.902720000000002","92.93146999999999","","","西藏自治区","那曲地区","比如县","166"	
"807244727","夏曲卡镇商贸中心","31.90275","92.92694999999999","","","西藏自治区","那曲地区","比如县","643"	
